Employee,Employee_Name,Is_Guest,Date,Status,Location,Day,,
2022,ScarlettKing,,13-12-2023,WFO,Bangalore,Wednesday,,
1947,SkylarBryant,,13-12-2023,WFO,Bangalore,Wednesday,,
1781,TheodoreSanchez,,13-12-2023,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,13-12-2023,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,13-12-2023,WFH,Bangalore,Wednesday,,
2224,Blake Allen,,13-12-2023,WFO,Bangalore,Wednesday,,
1981,MayaWhite,,13-12-2023,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,14-12-2023,WFO,Bangalore,Thursday,,
2222,Alex Perry,,14-12-2023,CO,Bangalore,Thursday,,
1953,HarperMurphy,,14-12-2023,WFO,Bangalore,Thursday,,
1941,EvelynHall,,14-12-2023,WFO,Bangalore,Thursday,,
2214,Shawn Peterson,,14-12-2023,WFO,Bangalore,Thursday,,
2024,PhoebePerry,,14-12-2023,WFO,Bangalore,Thursday,,
2019,DerekStephens,1,14-12-2023,WFH,Bangalore,Thursday,,
2018,Dakota Sanders,1,14-12-2023,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,14-12-2023,WFO,Bangalore,Thursday,,
1973,EmmaBishop,,14-12-2023,WFO,Bangalore,Thursday,,
1957,EverlyMartin,,14-12-2023,WFH,Bangalore,Thursday,,
1981,MayaWhite,,14-12-2023,WFO,Bangalore,Thursday,,
2020,BraydenScott,,14-12-2023,WFH,Bangalore,Thursday,,
2221,Casey Reed,,14-12-2023,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,14-12-2023,WFH,Bangalore,Thursday,,
1947,SkylarBryant,,14-12-2023,WFO,Bangalore,Thursday,,
2012,DavidRodriguez,,14-12-2023,WFO,Bangalore,Thursday,,
2006,LeviHudson,,14-12-2023,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,14-12-2023,WFO,Bangalore,Thursday,,
2218,Jesse Morgan,,14-12-2023,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,14-12-2023,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,14-12-2023,WFO,Bangalore,Thursday,,
2224,Blake Allen,,14-12-2023,WFO,Bangalore,Thursday,,
2017,AlexanderShaw,,14-12-2023,CO,Bangalore,Thursday,,
2018,LaylaCameron,,14-12-2023,WFO,Bangalore,Thursday,,
1953,HarperMurphy,,15-12-2023,WFH,Bangalore,Friday,,
2019,DerekStephens,1,15-12-2023,WFH,Bangalore,Friday,,
2018,Dakota Sanders,1,15-12-2023,WFO,Bangalore,Friday,,
2017,AlexanderShaw,,15-12-2023,CO,Bangalore,Friday,,
2018,LaylaCameron,,15-12-2023,WFO,Bangalore,Friday,,
2024,PhoebePerry,,15-12-2023,WFO,Bangalore,Friday,,
2214,Shawn Peterson,,15-12-2023,WFO,Bangalore,Friday,,
1973,EmmaBishop,,15-12-2023,WFO,Bangalore,Friday,,
1941,EvelynHall,,15-12-2023,WFO,Bangalore,Friday,,
2222,Alex Perry,,15-12-2023,WFO,Bangalore,Friday,,
2005,MilaRodriguez,,15-12-2023,WFO,Bangalore,Friday,,
2002,LeahGeorge,,15-12-2023,WFO,Bangalore,Friday,,
2224,Blake Allen,,15-12-2023,WFO,Bangalore,Friday,,
1957,EverlyMartin,,15-12-2023,OL,Bangalore,Friday,,
2221,Casey Reed,,15-12-2023,WFO,Bangalore,Friday,,
2022,ScarlettKing,,15-12-2023,WFO,Bangalore,Friday,,
1946,SiennaFoster,,15-12-2023,WFH,Bangalore,Friday,,
2218,Jesse Morgan,,15-12-2023,WFO,Bangalore,Friday,,
2020,BraydenScott,,15-12-2023,WFH,Bangalore,Friday,,
2006,LeviHudson,,15-12-2023,WFO,Bangalore,Friday,,
2213,Elliot Powell,,15-12-2023,WFH,Bangalore,Friday,,
1981,MayaWhite,,15-12-2023,WFO,Bangalore,Friday,,
1947,SkylarBryant,,15-12-2023,WFO,Bangalore,Friday,,
1781,TheodoreSanchez,,15-12-2023,WFO,Bangalore,Friday,,
2012,DavidRodriguez,,15-12-2023,WFO,Bangalore,Friday,,
2222,Alex Perry,,18-12-2023,CO,Bangalore,Monday,,
1973,EmmaBishop,,18-12-2023,WFO,Bangalore,Monday,,
2005,MilaRodriguez,,18-12-2023,WFO,Bangalore,Monday,,
2002,LeahGeorge,,18-12-2023,WFH,Bangalore,Monday,,
1941,EvelynHall,,18-12-2023,OL,Bangalore,Monday,,
2214,Shawn Peterson,,18-12-2023,WFO,Bangalore,Monday,,
1953,HarperMurphy,,18-12-2023,WFO,Bangalore,Monday,,
2018,LaylaCameron,,18-12-2023,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,18-12-2023,WFH,Bangalore,Monday,,
1957,EverlyMartin,,18-12-2023,WFH,Bangalore,Monday,,
2018,Dakota Sanders,1,18-12-2023,WFH,Bangalore,Monday,,
2019,DerekStephens,1,18-12-2023,WFO,Bangalore,Monday,,
2024,PhoebePerry,,18-12-2023,WFO,Bangalore,Monday,,
2224,Blake Allen,,18-12-2023,WFO,Bangalore,Monday,,
2213,Elliot Powell,,18-12-2023,WFH,Bangalore,Monday,,
2221,Casey Reed,,18-12-2023,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,18-12-2023,WFH,Bangalore,Monday,,
1947,SkylarBryant,,18-12-2023,WFO,Bangalore,Monday,,
1981,MayaWhite,,18-12-2023,WFO,Bangalore,Monday,,
2012,DavidRodriguez,,18-12-2023,WFO,Bangalore,Monday,,
2006,LeviHudson,,18-12-2023,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,18-12-2023,WFO,Bangalore,Monday,,
1946,SiennaFoster,,18-12-2023,WFH,Bangalore,Monday,,
2022,ScarlettKing,,18-12-2023,WFO,Bangalore,Monday,,
2020,BraydenScott,,18-12-2023,WFO,Bangalore,Monday,,
2002,LeahGeorge,,19-12-2023,WFO,Bangalore,Tuesday,,
2005,MilaRodriguez,,19-12-2023,WFH,Bangalore,Tuesday,,
2222,Alex Perry,,19-12-2023,CO,Bangalore,Tuesday,,
1941,EvelynHall,,19-12-2023,OL,Bangalore,Tuesday,,
1973,EmmaBishop,,19-12-2023,WFO,Bangalore,Tuesday,,
2018,Dakota Sanders,1,19-12-2023,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,19-12-2023,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,19-12-2023,WFO,Bangalore,Tuesday,,
2019,DerekStephens,1,19-12-2023,WFO,Bangalore,Tuesday,,
1957,EverlyMartin,,19-12-2023,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,19-12-2023,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,19-12-2023,WFO,Bangalore,Tuesday,,
2224,Blake Allen,,19-12-2023,WFO,Bangalore,Tuesday,,
1953,HarperMurphy,,19-12-2023,WFO,Bangalore,Tuesday,,
2221,Casey Reed,,19-12-2023,WFO,Bangalore,Tuesday,,
2020,BraydenScott,,19-12-2023,WFO,Bangalore,Tuesday,,
2022,ScarlettKing,,19-12-2023,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,19-12-2023,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,19-12-2023,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,19-12-2023,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,19-12-2023,WFO,Bangalore,Tuesday,,
2012,DavidRodriguez,,19-12-2023,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,19-12-2023,WFO,Bangalore,Tuesday,,
1947,SkylarBryant,,19-12-2023,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,19-12-2023,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,20-12-2023,OL,Bangalore,Wednesday,,
2005,MilaRodriguez,,20-12-2023,WFO,Bangalore,Wednesday,,
2222,Alex Perry,,20-12-2023,WFO,Bangalore,Wednesday,,
1953,HarperMurphy,,20-12-2023,WFO,Bangalore,Wednesday,,
2002,LeahGeorge,,20-12-2023,WFO,Bangalore,Wednesday,,
1973,EmmaBishop,,20-12-2023,WFO,Bangalore,Wednesday,,
2018,Dakota Sanders,1,20-12-2023,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,20-12-2023,WFO,Bangalore,Wednesday,,
2018,LaylaCameron,,20-12-2023,WFO,Bangalore,Wednesday,,
2019,DerekStephens,1,20-12-2023,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,20-12-2023,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,20-12-2023,CO,Bangalore,Wednesday,,
2214,Shawn Peterson,,20-12-2023,WFO,Bangalore,Wednesday,,
2224,Blake Allen,,20-12-2023,WFO,Bangalore,Wednesday,,
2213,Elliot Powell,,20-12-2023,WFO,Bangalore,Wednesday,,
2221,Casey Reed,,20-12-2023,WFO,Bangalore,Wednesday,,
2022,ScarlettKing,,20-12-2023,WFO,Bangalore,Wednesday,,
1946,SiennaFoster,,20-12-2023,WFO,Bangalore,Wednesday,,
2218,Jesse Morgan,,20-12-2023,WFO,Bangalore,Wednesday,,
2006,LeviHudson,,20-12-2023,WFO,Bangalore,Wednesday,,
2020,BraydenScott,,20-12-2023,WFO,Bangalore,Wednesday,,
1981,MayaWhite,,20-12-2023,WFO,Bangalore,Wednesday,,
1947,SkylarBryant,,20-12-2023,WFO,Bangalore,Wednesday,,
1781,TheodoreSanchez,,20-12-2023,WFO,Bangalore,Wednesday,,
2012,DavidRodriguez,,20-12-2023,WFO,Bangalore,Wednesday,,
2019,DerekStephens,1,21-12-2023,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,21-12-2023,WFO,Bangalore,Thursday,,
2005,MilaRodriguez,,21-12-2023,WFO,Bangalore,Thursday,,
2222,Alex Perry,,21-12-2023,CO,Bangalore,Thursday,,
1953,HarperMurphy,,21-12-2023,WFO,Bangalore,Thursday,,
1941,EvelynHall,,21-12-2023,OL,Bangalore,Thursday,,
2214,Shawn Peterson,,21-12-2023,OL,Bangalore,Thursday,,
2024,PhoebePerry,,21-12-2023,WFO,Bangalore,Thursday,,
2018,LaylaCameron,,21-12-2023,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,21-12-2023,WFH,Bangalore,Thursday,,
2018,Dakota Sanders,1,21-12-2023,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,21-12-2023,OL,Bangalore,Thursday,,
2017,AlexanderShaw,,21-12-2023,CO,Bangalore,Thursday,,
2224,Blake Allen,,21-12-2023,WFO,Bangalore,Thursday,,
2221,Casey Reed,,21-12-2023,WFH,Bangalore,Thursday,,
2020,BraydenScott,,21-12-2023,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,21-12-2023,WFO,Bangalore,Thursday,,
2218,Jesse Morgan,,21-12-2023,WFO,Bangalore,Thursday,,
2213,Elliot Powell,,21-12-2023,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,21-12-2023,OL,Bangalore,Thursday,,
2012,DavidRodriguez,,21-12-2023,WFO,Bangalore,Thursday,,
1981,MayaWhite,,21-12-2023,OL,Bangalore,Thursday,,
1947,SkylarBryant,,21-12-2023,WFO,Bangalore,Thursday,,
1781,TheodoreSanchez,,21-12-2023,WFH,Bangalore,Thursday,,
2006,LeviHudson,,21-12-2023,WFH,Bangalore,Thursday,,
1941,EvelynHall,,22-12-2023,OL,Bangalore,Friday,,
2002,LeahGeorge,,22-12-2023,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,22-12-2023,WFO,Bangalore,Friday,,
2222,Alex Perry,,22-12-2023,CO,Bangalore,Friday,,
1953,HarperMurphy,,22-12-2023,WFO,Bangalore,Friday,,
1973,EmmaBishop,,22-12-2023,WFH,Bangalore,Friday,,
1957,EverlyMartin,,22-12-2023,WFH,Bangalore,Friday,,
2024,PhoebePerry,,22-12-2023,WFO,Bangalore,Friday,,
2018,LaylaCameron,,22-12-2023,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,22-12-2023,CO,Bangalore,Friday,,
2018,Dakota Sanders,1,22-12-2023,WFH,Bangalore,Friday,,
2019,DerekStephens,1,22-12-2023,WFO,Bangalore,Friday,,
2214,Shawn Peterson,,22-12-2023,OL,Bangalore,Friday,,
2224,Blake Allen,,22-12-2023,WFO,Bangalore,Friday,,
2218,Jesse Morgan,,22-12-2023,WFH,Bangalore,Friday,,
2221,Casey Reed,,22-12-2023,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,22-12-2023,WFH,Bangalore,Friday,,
1947,SkylarBryant,,22-12-2023,WFO,Bangalore,Friday,,
1981,MayaWhite,,22-12-2023,WFH,Bangalore,Friday,,
2012,DavidRodriguez,,22-12-2023,WFO,Bangalore,Friday,,
2006,LeviHudson,,22-12-2023,WFH,Bangalore,Friday,,
2213,Elliot Powell,,22-12-2023,WFH,Bangalore,Friday,,
1946,SiennaFoster,,22-12-2023,OL,Bangalore,Friday,,
2022,ScarlettKing,,22-12-2023,WFH,Bangalore,Friday,,
2020,BraydenScott,,22-12-2023,WFH,Bangalore,Friday,,
2002,LeahGeorge,,26-12-2023,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,26-12-2023,WFO,Bangalore,Tuesday,,
2222,Alex Perry,,26-12-2023,WFH,Bangalore,Tuesday,,
1953,HarperMurphy,,26-12-2023,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,26-12-2023,WFH,Bangalore,Tuesday,,
1973,EmmaBishop,,26-12-2023,WFO,Bangalore,Tuesday,,
2018,Dakota Sanders,1,26-12-2023,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,26-12-2023,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,26-12-2023,WFH,Bangalore,Tuesday,,
2019,DerekStephens,1,26-12-2023,WFO,Bangalore,Tuesday,,
1957,EverlyMartin,,26-12-2023,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,26-12-2023,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,26-12-2023,OL,Bangalore,Tuesday,,
2224,Blake Allen,,26-12-2023,WFO,Bangalore,Tuesday,,
1947,SkylarBryant,,26-12-2023,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,26-12-2023,OL,Bangalore,Tuesday,,
2022,ScarlettKing,,26-12-2023,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,26-12-2023,OL,Bangalore,Tuesday,,
2218,Jesse Morgan,,26-12-2023,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,26-12-2023,OL,Bangalore,Tuesday,,
2020,BraydenScott,,26-12-2023,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,26-12-2023,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,26-12-2023,OL,Bangalore,Tuesday,,
2006,LeviHudson,,26-12-2023,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,26-12-2023,WFH,Bangalore,Tuesday,,
2002,LeahGeorge,,27-12-2023,WFO,Bangalore,Wednesday,,
2005,MilaRodriguez,,27-12-2023,WFO,Bangalore,Wednesday,,
2222,Alex Perry,,27-12-2023,WFO,Bangalore,Wednesday,,
1953,HarperMurphy,,27-12-2023,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,27-12-2023,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,27-12-2023,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,27-12-2023,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,27-12-2023,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,27-12-2023,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,27-12-2023,WFH,Bangalore,Wednesday,,
2018,Dakota Sanders,1,27-12-2023,WFH,Bangalore,Wednesday,,
2019,DerekStephens,1,27-12-2023,WFO,Bangalore,Wednesday,,
2214,Shawn Peterson,,27-12-2023,WFH,Bangalore,Wednesday,,
2224,Blake Allen,,27-12-2023,WFO,Bangalore,Wednesday,,
2020,BraydenScott,,27-12-2023,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,27-12-2023,OL,Bangalore,Wednesday,,
1781,TheodoreSanchez,,27-12-2023,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,27-12-2023,WFO,Bangalore,Wednesday,,
1981,MayaWhite,,27-12-2023,OL,Bangalore,Wednesday,,
2012,DavidRodriguez,,27-12-2023,OL,Bangalore,Wednesday,,
2006,LeviHudson,,27-12-2023,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,27-12-2023,OL,Bangalore,Wednesday,,
2218,Jesse Morgan,,27-12-2023,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,27-12-2023,OL,Bangalore,Wednesday,,
2022,ScarlettKing,,27-12-2023,WFH,Bangalore,Wednesday,,
1957,EverlyMartin,,28-12-2023,WFH,Bangalore,Thursday,,
2002,LeahGeorge,,28-12-2023,WFO,Bangalore,Thursday,,
2005,MilaRodriguez,,28-12-2023,WFH,Bangalore,Thursday,,
2222,Alex Perry,,28-12-2023,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,28-12-2023,WFH,Bangalore,Thursday,,
1941,EvelynHall,,28-12-2023,WFH,Bangalore,Thursday,,
2018,LaylaCameron,,28-12-2023,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,28-12-2023,WFH,Bangalore,Thursday,,
2019,DerekStephens,1,28-12-2023,WFO,Bangalore,Thursday,,
2017,AlexanderShaw,,28-12-2023,WFH,Bangalore,Thursday,,
2224,Blake Allen,,28-12-2023,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,28-12-2023,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,28-12-2023,WFO,Bangalore,Thursday,,
2018,Dakota Sanders,1,28-12-2023,WFH,Bangalore,Thursday,,
2221,Casey Reed,,28-12-2023,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,28-12-2023,OL,Bangalore,Thursday,,
2022,ScarlettKing,,28-12-2023,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,28-12-2023,OL,Bangalore,Thursday,,
2218,Jesse Morgan,,28-12-2023,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,28-12-2023,OL,Bangalore,Thursday,,
2020,BraydenScott,,28-12-2023,WFH,Bangalore,Thursday,,
2012,DavidRodriguez,,28-12-2023,WFH,Bangalore,Thursday,,
1981,MayaWhite,,28-12-2023,OL,Bangalore,Thursday,,
1947,SkylarBryant,,28-12-2023,WFO,Bangalore,Thursday,,
2006,LeviHudson,,28-12-2023,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,29-12-2023,WFH,Bangalore,Friday,,
2002,LeahGeorge,,29-12-2023,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,29-12-2023,WFH,Bangalore,Friday,,
2222,Alex Perry,,29-12-2023,WFH,Bangalore,Friday,,
1953,HarperMurphy,,29-12-2023,WFH,Bangalore,Friday,,
1941,EvelynHall,,29-12-2023,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,29-12-2023,WFH,Bangalore,Friday,,
2024,PhoebePerry,,29-12-2023,WFO,Bangalore,Friday,,
2018,LaylaCameron,,29-12-2023,WFH,Bangalore,Friday,,
2224,Blake Allen,,29-12-2023,OL,Bangalore,Friday,,
2018,Dakota Sanders,1,29-12-2023,WFH,Bangalore,Friday,,
2019,DerekStephens,1,29-12-2023,WFH,Bangalore,Friday,,
1973,EmmaBishop,,29-12-2023,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,29-12-2023,WFH,Bangalore,Friday,,
2221,Casey Reed,,29-12-2023,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,29-12-2023,OL,Bangalore,Friday,,
1947,SkylarBryant,,29-12-2023,WFH,Bangalore,Friday,,
1981,MayaWhite,,29-12-2023,OL,Bangalore,Friday,,
2012,DavidRodriguez,,29-12-2023,WFO,Bangalore,Friday,,
2006,LeviHudson,,29-12-2023,WFH,Bangalore,Friday,,
2213,Elliot Powell,,29-12-2023,WFH,Bangalore,Friday,,
2218,Jesse Morgan,,29-12-2023,WFH,Bangalore,Friday,,
1946,SiennaFoster,,29-12-2023,OL,Bangalore,Friday,,
2022,ScarlettKing,,29-12-2023,WFH,Bangalore,Friday,,
2020,BraydenScott,,29-12-2023,WFH,Bangalore,Friday,,
2222,Alex Perry,,01-01-2024,WFH,Bangalore,Monday,,
1953,HarperMurphy,,01-01-2024,WFH,Bangalore,Monday,,
1941,EvelynHall,,01-01-2024,WFH,Bangalore,Monday,,
1973,EmmaBishop,,01-01-2024,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,01-01-2024,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,01-01-2024,WFH,Bangalore,Monday,,
2019,Dakota Sanders,1,01-01-2024,WFH,Bangalore,Monday,,
2018,LoganThomas,1,01-01-2024,WFH,Bangalore,Monday,,
2005,MilaRodriguez,,01-01-2024,WFH,Bangalore,Monday,,
2018,LaylaCameron,,01-01-2024,WFH,Bangalore,Monday,,
2024,PhoebePerry,,01-01-2024,WFH,Bangalore,Monday,,
2002,LeahGeorge,,01-01-2024,WFH,Bangalore,Monday,,
2022,ScarlettKing,,01-01-2024,WFH,Bangalore,Monday,,
2224,Blake Allen,,01-01-2024,OL,Bangalore,Monday,,
1957,EverlyMartin,,01-01-2024,WFH,Bangalore,Monday,,
2213,Elliot Powell,,01-01-2024,WFH,Bangalore,Monday,,
1946,SiennaFoster,,01-01-2024,WFH,Bangalore,Monday,,
2006,LeviHudson,,01-01-2024,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,01-01-2024,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,01-01-2024,WFH,Bangalore,Monday,,
1947,SkylarBryant,,01-01-2024,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,01-01-2024,WFH,Bangalore,Monday,,
2221,Casey Reed,,01-01-2024,WFH,Bangalore,Monday,,
2020,BraydenScott,,01-01-2024,WFH,Bangalore,Monday,,
1981,MayaWhite,,01-01-2024,OL,Bangalore,Monday,,
2005,MilaRodriguez,,02-01-2024,WFO,Bangalore,Tuesday,,
2222,Alex Perry,,02-01-2024,WFO,Bangalore,Tuesday,,
1953,HarperMurphy,,02-01-2024,WFO,Bangalore,Tuesday,,
1941,EvelynHall,,02-01-2024,CO,Bangalore,Tuesday,,
2024,PhoebePerry,,02-01-2024,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,02-01-2024,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,02-01-2024,WFH,Bangalore,Tuesday,,
2018,LoganThomas,1,02-01-2024,WFH,Bangalore,Tuesday,,
2002,LeahGeorge,,02-01-2024,WFH,Bangalore,Tuesday,,
2019,Dakota Sanders,1,02-01-2024,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,02-01-2024,WFH,Bangalore,Tuesday,,
1957,EverlyMartin,,02-01-2024,WFO,Bangalore,Tuesday,,
1973,EmmaBishop,,02-01-2024,WFO,Bangalore,Tuesday,,
2020,BraydenScott,,02-01-2024,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,02-01-2024,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,02-01-2024,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,02-01-2024,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,02-01-2024,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,02-01-2024,WFO,Bangalore,Tuesday,,
2006,LeviHudson,,02-01-2024,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,02-01-2024,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,02-01-2024,WFH,Bangalore,Tuesday,,
1946,SiennaFoster,,02-01-2024,WFH,Bangalore,Tuesday,,
2022,ScarlettKing,,02-01-2024,WFO,Bangalore,Tuesday,,
2224,Blake Allen,,02-01-2024,WFO,Bangalore,Tuesday,,
2002,LeahGeorge,,03-01-2024,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,03-01-2024,WFH,Bangalore,Wednesday,,
2222,Alex Perry,,03-01-2024,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,03-01-2024,WFO,Bangalore,Wednesday,,
2017,AlexanderShaw,,03-01-2024,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,03-01-2024,WFO,Bangalore,Wednesday,,
2024,PhoebePerry,,03-01-2024,WFO,Bangalore,Wednesday,,
2018,LaylaCameron,,03-01-2024,WFH,Bangalore,Wednesday,,
1957,EverlyMartin,,03-01-2024,WFO,Bangalore,Wednesday,,
1941,EvelynHall,,03-01-2024,CO,Bangalore,Wednesday,,
2224,Blake Allen,,03-01-2024,WFO,Bangalore,Wednesday,,
2012,DavidRodriguez,,03-01-2024,WFO,Bangalore,Wednesday,,
2221,Casey Reed,,03-01-2024,WFH,Bangalore,Wednesday,,
1781,TheodoreSanchez,,03-01-2024,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,03-01-2024,WFO,Bangalore,Wednesday,,
1981,MayaWhite,,03-01-2024,WFO,Bangalore,Wednesday,,
2006,LeviHudson,,03-01-2024,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,03-01-2024,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,03-01-2024,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,03-01-2024,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,03-01-2024,WFO,Bangalore,Wednesday,,
2018,LoganThomas,1,03-01-2024,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,03-01-2024,WFH,Bangalore,Wednesday,,
2019,Dakota Sanders,1,03-01-2024,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,03-01-2024,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,04-01-2024,WFH,Bangalore,Thursday,,
2018,LoganThomas,1,04-01-2024,WFO,Bangalore,Thursday,,
2017,AlexanderShaw,,04-01-2024,WFH,Bangalore,Thursday,,
2018,LaylaCameron,,04-01-2024,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,04-01-2024,WFO,Bangalore,Thursday,,
2214,Shawn Peterson,,04-01-2024,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,04-01-2024,WFO,Bangalore,Thursday,,
1941,EvelynHall,,04-01-2024,CO,Bangalore,Thursday,,
1953,HarperMurphy,,04-01-2024,WFO,Bangalore,Thursday,,
2222,Alex Perry,,04-01-2024,WFO,Bangalore,Thursday,,
2005,MilaRodriguez,,04-01-2024,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,04-01-2024,WFH,Bangalore,Thursday,,
2019,Dakota Sanders,1,04-01-2024,WFH,Bangalore,Thursday,,
2224,Blake Allen,,04-01-2024,WFO,Bangalore,Thursday,,
2020,BraydenScott,,04-01-2024,WFO,Bangalore,Thursday,,
2221,Casey Reed,,04-01-2024,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,04-01-2024,WFH,Bangalore,Thursday,,
1947,SkylarBryant,,04-01-2024,WFO,Bangalore,Thursday,,
1981,MayaWhite,,04-01-2024,WFO,Bangalore,Thursday,,
2012,DavidRodriguez,,04-01-2024,WFO,Bangalore,Thursday,,
2006,LeviHudson,,04-01-2024,WFO,Bangalore,Thursday,,
2213,Elliot Powell,,04-01-2024,WFO,Bangalore,Thursday,,
2218,Jesse Morgan,,04-01-2024,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,04-01-2024,WFO,Bangalore,Thursday,,
1957,EverlyMartin,,04-01-2024,WFO,Bangalore,Thursday,,
2222,Alex Perry,,05-01-2024,WFO,Bangalore,Friday,,
1953,HarperMurphy,,05-01-2024,WFO,Bangalore,Friday,,
1941,EvelynHall,,05-01-2024,WFH,Bangalore,Friday,,
1973,EmmaBishop,,05-01-2024,WFO,Bangalore,Friday,,
2018,LoganThomas,1,05-01-2024,WFH,Bangalore,Friday,,
